Specimen,Museum,Species,Clade,State,County,LatDD,LongDD,SVL,TL,AG,CW,FL,HL,SG,TW,TO,FI,HW,ED,IN,ES,ON,IO,IC
RAP1947,,fuscus,fuscus B,West Virginia,Summers,37.603021,-80.804202,50.43,50.85,27.62,6.80,4.27,3.64,10.62,6.36,3.17,1.75,7.86,2.62,3.35,3.20,2.01,2.17,3.69
RAP1952,,fuscus,fuscus B,West Virginia,Mercer,37.525,-81.133611,44.48,41.34,23.42,5.84,4.46,2.93,9.72,4.91,3.14,1.69,6.98,2.52,2.80,2.77,1.86,1.88,3.20
RAP1955,,fuscus,fuscus B,West Virginia,Wyoming,37.620861,-81.457339,38.88,39.21,20.75,5.46,3.62,2.78,8.62,3.92,2.78,1.58,6.09,2.16,2.55,2.56,1.42,1.77,3.04
RAP1961,,fuscus,fuscus B,Virginia,Botetourt,37.543573,-79.955137,43.90,40.58,23.16,5.98,4.23,3.03,9.93,5.40,2.97,1.77,7.01,2.63,2.35,2.58,1.65,1.92,3.29
RAP1962,,fuscus,fuscus B,Virginia,Botetourt,37.543573,-79.955137,56.63,55.56,30.62,8.27,5.09,3.67,12.36,7.18,3.58,2.27,8.80,2.99,4.10,3.55,2.33,2.05,3.73
RAP1963,,fuscus,fuscus B,Virginia,Botetourt,37.543573,-79.955137,72.30,44.02,39.64,9.82,6.10,4.39,15.06,8.25,4.06,2.22,10.88,3.92,4.28,4.41,2.70,2.79,4.66
RAP1968,,fuscus,fuscus B,Virginia,Shenandoah,38.93663,-78.320122,62.06,10.04,36.16,7.66,4.24,3.93,12.35,5.44,2.63,1.94,8.91,3.30,3.17,2.75,1.69,2.18,3.47
RAP1969,,fuscus,fuscus B,Virginia,Shenandoah,38.93663,-78.320122,41.14,41.98,22.20,5.36,4.04,2.84,8.60,4.43,2.74,1.70,6.28,2.24,2.35,2.02,1.28,1.38,2.75
RAP1970,,fuscus,fuscus B,Virginia,Shenandoah,38.93663,-78.320122,67.33,54.41,38.51,9.70,6.17,3.85,13.66,8.11,3.59,2.18,10.48,3.09,3.77,3.76,2.42,2.95,4.43
RAP1989,,fuscus,fuscus B,Virginia,Amelia,37.46435,-77.91856,31.76,32.92,16.70,4.68,2.79,2.66,7.10,3.21,2.21,1.05,5.32,1.98,1.96,1.69,1.05,1.39,2.27
RAP1990,BMNH 2021.7517,fuscus,fuscus B,Virginia,Amelia,37.46435,-77.91856,50.25,55.30,28.20,7.68,3.07,3.26,9.46,5.54,3.27,1.33,7.43,2.91,2.38,2.41,1.64,2.02,3.18
RAP1991,,fuscus,fuscus B,Virginia,Amelia,37.46435,-77.91856,53.12,47.10,30.76,7.56,3.99,3.08,9.96,6.05,2.68,1.86,7.83,2.83,2.89,2.72,1.53,2.43,3.67
RAP1992,,fuscus,fuscus B,Virginia,Amelia,37.46435,-77.91856,52.63,33.13,29.78,8.50,4.48,3.94,10.34,6.91,2.94,1.61,8.20,2.64,2.86,2.64,1.37,2.22,3.65
RAP1993,,fuscus,fuscus B,Virginia,Amelia,37.46435,-77.91856,59.35,26.35,31.57,9.55,4.34,4.15,13.04,7.58,3.49,1.96,9.28,2.88,3.54,3.11,1.66,2.67,4.30
RAP1994,,fuscus,fuscus B,Virginia,Amelia,37.46435,-77.91856,66.28,54.65,38.53,11.43,4.75,4.54,13.78,8.43,3.61,2.10,10.71,3.59,3.92,3.57,2.07,2.92,4.68
RAP2251,,fuscus,fuscus B,Virginia,Montgomery,37.222212,-80.389662,36.04,36.15,20.03,4.97,3.13,2.60,7.91,3.65,2.48,1.27,5.41,2.34,2.14,1.91,1.10,1.64,2.47
RAP2252,,fuscus,fuscus B,Virginia,Montgomery,37.222212,-80.389662,47.12,37.10,26.78,6.75,3.68,3.31,9.74,5.62,2.94,1.73,6.96,2.69,2.47,2.64,1.57,1.82,3.28
RAP2253,,fuscus,fuscus B,Virginia,Montgomery,37.222212,-80.389662,51.04,32.49,29.40,6.98,3.99,3.56,9.89,5.00,3.47,1.86,7.51,2.83,2.52,2.67,1.70,1.68,3.20
RAP2254,,fuscus,fuscus B,Virginia,Montgomery,37.222212,-80.389662,48.27,49.10,27.64,6.77,4.02,3.57,9.91,5.05,2.98,1.84,6.76,2.54,2.41,2.55,1.58,1.77,3.33
RAP2255,,fuscus,fuscus B,Virginia,Montgomery,37.222212,-80.389662,50.98,48.82,28.30,7.02,4.38,3.76,11.71,5.60,3.48,2.06,7.59,2.77,3.12,3.31,2.04,2.30,3.86
RAP2523,,fuscus,fuscus B,North Carolina,Surry,36.420948,-80.9298,37.31,39.23,19.86,4.95,3.17,2.73,7.65,4.21,2.39,1.19,5.60,1.85,2.16,2.06,1.15,1.72,2.95
RAP2524,,fuscus,fuscus B,North Carolina,Surry,36.420948,-80.9298,46.01,54.98,24.51,6.03,3.34,3.52,9.42,4.92,3.17,1.46,6.76,2.35,2.55,2.63,1.59,1.88,3.37
RAP2539,,fuscus,fuscus B,North Carolina,Wilkes,36.255197,-81.398259,26.95,23.10,14.02,3.83,1.96,2.07,6.28,2.37,1.57,0.73,4.27,1.74,1.61,1.66,0.99,0.94,2.07
RAP2540,,fuscus,fuscus B,North Carolina,Wilkes,36.255197,-81.398259,48.11,50.23,25.64,6.79,3.61,3.40,9.91,5.00,2.96,1.58,7.34,2.32,2.82,3.12,1.86,2.19,3.77
RAP2551,,fuscus,fuscus B,North Carolina,Watauga,36.176867,-81.507761,36.83,31.09,20.55,5.40,3.95,2.93,8.45,4.13,2.52,1.27,6.02,2.05,1.92,2.32,1.59,1.77,3.20
RAP2848,,fuscus,fuscus B,Tennessee,Hawkins,36.462246,-82.721804,23.17,17.38,12.47,3.26,1.90,2.08,5.85,2.09,1.50,0.92,3.92,1.56,1.56,1.64,0.93,1.18,2.22
RAP2849,,fuscus,fuscus B,Tennessee,Hawkins,36.462246,-82.721804,40.19,44.77,22.13,5.53,3.27,3.22,9.32,4.55,2.75,1.53,6.07,2.10,2.34,2.54,1.63,1.70,3.18
RAP2859,,fuscus,fuscus B,West Virginia,Berkeley,39.456752,-78.177226,29.25,28.83,15.88,3.84,3.16,2.17,6.50,2.78,1.85,1.00,4.56,1.73,1.59,1.83,1.16,1.12,2.27
RAP2860,,fuscus,fuscus B,West Virginia,Berkeley,39.456752,-78.177226,50.49,44.99,27.14,6.68,4.90,3.32,10.99,5.74,3.62,1.82,7.56,2.66,2.80,3.30,2.07,1.99,3.65
RAP2883,,fuscus,fuscus B,West Virginia,Fayette,37.97679,-80.959758,47.83,29.67,26.33,7.02,4.36,4.18,10.96,5.67,2.97,2.15,7.68,2.28,2.96,3.46,2.16,2.31,4.06
RAP2884,,fuscus,fuscus B,West Virginia,Fayette,37.97679,-80.959758,52.81,56.79,29.86,7.27,4.33,4.32,11.56,5.73,3.43,1.96,8.13,2.49,3.15,3.31,1.92,2.27,4.19
RAP2917,,fuscus,fuscus B,Kentucky,Breathitt,37.475121,-83.156309,51.26,51.30,30.17,6.37,4.79,4.11,10.55,5.10,3.32,1.99,7.17,2.80,2.79,3.02,1.95,2.05,3.63
RAP2918,,fuscus,fuscus B,Kentucky,Breathitt,37.475121,-83.156309,50.44,46.98,28.19,6.42,4.61,3.94,10.56,4.80,3.35,1.95,7.13,2.58,2.63,2.88,1.78,1.75,3.71
RAP2919,,fuscus,fuscus B,Kentucky,Breathitt,37.475121,-83.156309,57.22,57.43,31.74,7.95,4.75,4.82,12.69,6.04,2.77,2.00,8.22,2.91,3.34,4.04,2.65,2.78,4.89
RAP2924,,fuscus,fuscus B,Kentucky,Menifee,37.848664,-83.644093,45.56,45.78,25.19,5.62,3.65,3.75,10.30,3.94,3.48,1.70,6.36,2.62,2.45,2.57,1.50,1.60,3.22
RAP2925,,fuscus,fuscus B,Kentucky,Menifee,37.848664,-83.644093,58.35,64.98,32.18,8.10,4.84,4.85,12.84,6.70,3.76,2.39,8.56,2.91,3.23,3.64,2.44,1.99,3.79
RAP0748,,lycos,fuscus C,North Carolina,Caldwell,36.0430871,-81.74698,37.80,24.54,19.59,5.30,2.58,2.35,8.85,4.19,2.87,1.56,6.25,2.53,1.89,2.39,1.81,1.80,2.89
RAP0749,,lycos,fuscus C,North Carolina,Caldwell,36.0430871,-81.74698,44.17,22.20,23.56,6.87,4.08,2.31,10.08,5.31,2.98,1.51,7.21,2.75,2.27,2.76,1.85,1.70,3.47
RAP0790,,lycos,fuscus C,North Carolina,McDowell,35.747441,-81.9802809,38.25,33.93,20.87,5.51,3.23,2.87,8.68,4.37,2.74,1.56,6.30,2.50,2.05,2.58,1.74,1.44,2.81
RAP0791,,lycos,fuscus C,North Carolina,McDowell,35.747441,-81.9802809,58.95,47.08,30.88,9.49,5.70,3.85,12.57,7.14,4.13,2.51,9.68,3.27,3.22,3.39,2.19,2.88,4.30
RAP1009,,lycos,fuscus C,North Carolina,Burke,35.6042364,-81.7817008,21.95,17.24,10.98,3.23,2.01,1.85,5.77,2.01,1.66,0.90,4.08,1.80,1.29,1.45,0.92,0.97,1.86
RAP1010,,lycos,fuscus C,North Carolina,Burke,35.6042364,-81.7817008,38.47,30.67,20.49,5.95,4.13,3.08,8.53,3.82,3.05,1.68,6.35,2.52,2.12,1.93,1.22,1.64,2.90
RAP1011,USNM 596925,lycos,fuscus C,North Carolina,Burke,35.6042364,-81.7817008,46.10,36.10,25.02,6.69,3.42,3.62,10.13,5.23,3.78,1.99,7.08,2.55,2.45,2.96,1.96,1.75,3.48
RAP1012,BMNH 2021.7518,lycos,fuscus C,North Carolina,Burke,35.6042364,-81.7817008,50.33,42.03,26.81,7.09,5.21,3.33,11.69,5.43,3.44,2.21,7.96,2.85,2.92,3.16,2.15,2.47,4.06
RAP1013,MNHN-RA 2021.0134,lycos,fuscus C,North Carolina,Burke,35.6042364,-81.7817008,52.90,41.62,29.17,7.36,4.01,4.35,10.83,5.37,3.41,2.17,7.75,2.95,2.88,3.16,2.05,2.03,3.85
RAP1014,,lycos,fuscus C,North Carolina,Burke,35.6042364,-81.7817008,57.91,32.58,32.90,8.21,4.89,3.85,11.57,5.76,3.37,2.43,8.24,3.05,2.62,3.20,2.24,1.74,3.79
RAP1015,USNM 596926,lycos,fuscus C,North Carolina,Burke,35.6042364,-81.7817008,64.45,59.75,33.13,10.06,5.05,4.97,14.50,7.64,4.47,2.58,10.56,3.63,3.91,5.10,3.65,2.79,5.20
RAP1673,,lycos,fuscus C,South Carolina,Florence,33.995115,-79.52011,47.47,35.60,25.51,7.14,3.94,3.08,10.34,5.73,2.97,1.74,7.41,2.45,3.03,2.87,1.78,2.31,3.44
RAP1674,,lycos,fuscus C,South Carolina,Florence,33.995115,-79.52011,47.55,43.11,25.33,7.37,4.25,3.21,10.42,5.78,2.76,2.07,7.68,2.62,2.81,2.67,1.55,1.86,3.36
RAP1675,,lycos,fuscus C,South Carolina,Florence,33.995115,-79.52011,43.73,29.13,23.00,6.54,3.84,3.32,10.04,4.79,2.79,1.58,7.06,2.60,2.84,2.69,1.61,1.84,3.37
RAP1676,,lycos,fuscus C,South Carolina,Florence,33.995115,-79.52011,45.63,27.18,24.52,6.68,4.30,3.32,9.47,5.24,2.93,1.43,6.65,2.52,2.41,2.61,1.57,1.72,3.21
RAP1677,,lycos,fuscus C,South Carolina,Florence,33.995115,-79.52011,59.10,46.72,33.75,8.33,4.74,3.81,12.87,6.62,3.33,2.04,9.11,3.24,3.34,2.92,1.58,2.95,3.87
RAP1980,,lycos,fuscus C,Virginia,Sussex,36.952419,-77.080607,22.84,11.73,11.43,3.16,1.90,1.69,5.86,1.97,1.69,0.98,4.25,1.87,1.66,1.48,0.88,1.18,1.70
RAP1981,,lycos,fuscus C,Virginia,Sussex,36.952419,-77.080607,25.21,23.85,13.51,3.51,2.03,1.71,6.13,2.26,1.55,1.11,4.35,1.89,1.48,1.48,0.86,1.18,1.97
RAP1982,,lycos,fuscus C,Virginia,Sussex,36.952419,-77.080607,27.26,25.03,14.36,4.19,2.58,1.60,6.53,2.73,1.79,1.06,4.72,1.82,1.54,1.83,1.12,0.97,2.35
RAP1983,,lycos,fuscus C,Virginia,Sussex,36.952419,-77.080607,48.92,51.37,27.37,8.14,4.43,3.79,10.53,6.27,3.86,2.20,7.67,2.63,2.76,2.42,1.52,2.21,3.17
RAP2527,,lycos,fuscus C,North Carolina,Wilkes,36.297202,-81.139437,60.08,37.94,31.88,9.15,5.18,4.04,12.87,7.55,3.93,2.59,9.53,3.07,3.59,4.02,2.55,2.04,4.51
RAP2528,,lycos,fuscus C,North Carolina,Wilkes,36.297202,-81.139437,74.32,30.71,39.75,10.71,6.48,5.17,15.35,8.31,4.11,2.78,11.11,3.26,4.40,4.86,3.00,3.17,5.96
RAP2545,,lycos,fuscus C,North Carolina,Caldwell,36.09823,-81.52357,34.64,40.60,18.29,4.98,2.85,3.07,8.03,3.39,2.56,1.21,5.66,2.28,1.88,2.01,1.25,1.34,2.66
RAP2546,,lycos,fuscus C,North Carolina,Caldwell,36.09823,-81.52357,69.81,73.11,38.40,10.59,5.05,4.46,15.46,8.39,4.13,2.83,11.22,3.23,3.93,4.16,2.46,2.68,5.38
RAP2789,,lycos,fuscus C,North Carolina,Buncombe,35.61304,-82.42741,30.58,35.10,16.47,4.15,2.12,2.94,7.10,3.29,2.38,1.31,4.66,1.76,1.74,1.67,1.04,1.19,2.36
RAP2790,,lycos,fuscus C,North Carolina,Buncombe,35.61304,-82.42741,33.03,36.19,17.45,4.51,2.78,2.98,7.67,3.05,2.26,1.33,5.14,1.84,1.79,1.96,1.22,1.40,2.52
RAP2845,,lycos,fuscus C,Tennessee,Cocke,36.075667,-83.164783,22.98,21.77,12.36,3.13,2.30,2.07,5.84,1.84,1.71,1.03,3.97,1.71,1.34,1.44,0.82,0.85,1.88
RAP2846,,lycos,fuscus C,Tennessee,Cocke,36.075667,-83.164783,34.74,35.82,18.89,4.95,2.91,2.61,8.10,3.50,2.61,1.30,5.58,2.16,2.37,2.41,1.23,1.49,2.93
RAP2847,,lycos,fuscus C,Tennessee,Cocke,36.075667,-83.164783,49.80,31.17,27.64,6.04,4.15,3.92,11.56,3.84,3.62,1.73,7.37,2.57,2.58,3.11,2.12,2.24,3.56
RAP2851,,lycos,fuscus C,Tennessee,Washington,36.278782,-82.377079,23.87,20.97,12.82,3.35,1.59,1.81,5.67,2.19,1.40,0.84,4.03,1.56,1.63,1.28,0.59,1.06,2.15
RAP2931,,lycos,fuscus C,Virginia,Pittsylvania,36.80377,-79.31442,41.31,40.10,22.42,5.86,4.24,3.30,9.36,4.48,2.99,2.00,6.49,2.40,2.29,2.66,1.72,1.86,3.33
RAP2932,,lycos,fuscus C,Virginia,Pittsylvania,36.80377,-79.31442,42.37,41.62,22.97,5.80,3.84,3.65,10.29,4.38,3.33,1.88,6.92,2.32,2.40,2.95,1.86,1.71,3.37
RAP2933,,lycos,fuscus C,Virginia,Pittsylvania,36.80377,-79.31442,52.71,47.91,28.30,7.67,3.99,3.92,11.94,5.60,3.34,2.07,8.39,2.76,3.00,3.40,2.11,2.25,4.06
RAP2940,AMNH A-193897,lycos,fuscus C,North Carolina,Burke,35.604236,-81.781701,22.51,22.53,11.46,3.27,2.16,2.00,5.78,2.18,1.63,0.90,3.97,1.82,1.53,1.49,0.83,1.10,2.07
RAP2941,,lycos,fuscus C,North Carolina,Burke,35.604236,-81.781701,50.05,37.24,27.02,7.52,3.83,3.91,11.66,5.98,3.64,2.24,7.87,2.68,2.76,3.05,1.87,1.98,3.95
RAP2942,,lycos,fuscus C,North Carolina,Burke,35.604236,-81.781701,51.74,53.37,28.75,7.08,4.65,4.39,11.24,5.27,3.51,2.12,7.57,2.95,2.65,2.96,1.93,2.14,3.86
RAP2943,NCSM 109134,lycos,fuscus C,North Carolina,Burke,35.604236,-81.781701,58.35,54.91,30.34,9.50,4.75,4.49,13.94,7.28,3.95,2.74,9.71,3.22,3.52,4.00,2.61,2.42,4.79
RAP2969,,lycos,fuscus C,South Carolina,Barnwell,33.39159,-81.27278,52.56,55.34,29.72,7.10,3.93,3.90,10.55,6.31,2.72,1.42,7.55,2.61,2.54,2.30,1.34,1.76,3.10
RAP2970,,lycos,fuscus C,South Carolina,Barnwell,33.39159,-81.27278,52.59,53.40,29.40,7.65,4.15,3.65,11.53,5.43,3.14,1.80,8.16,2.20,2.81,3.18,2.19,2.08,3.81
RAP2971,,lycos,fuscus C,South Carolina,Barnwell,33.39159,-81.27278,58.76,56.93,33.87,8.50,4.25,3.47,12.76,6.36,3.17,1.62,8.90,2.97,3.10,3.25,2.09,2.38,3.72
RAP2972,,lycos,fuscus C,South Carolina,Barnwell,33.39159,-81.27278,60.43,42.27,33.64,9.20,4.37,3.81,13.03,6.91,3.73,2.26,9.46,2.78,3.11,3.68,2.58,2.19,4.27
RAP3012,,lycos,fuscus C,Virginia,Sussex,36.952419,-77.080607,55.84,51.51,30.62,6.74,4.94,4.82,13.14,4.40,3.58,2.42,8.56,3.02,2.65,3.65,2.53,1.99,3.88
RAP3013,,lycos,fuscus C,Virginia,Sussex,36.952419,-77.080607,49.16,51.31,26.88,6.33,4.19,3.63,10.76,4.80,3.22,2.19,7.02,2.40,2.51,2.82,1.86,2.00,3.36
RAP3014,,lycos,fuscus C,Virginia,Sussex,36.952419,-77.080607,53.11,53.65,29.74,6.18,5.17,4.26,11.23,4.24,3.68,2.16,8.06,2.78,2.83,3.17,2.31,2.08,3.75
RAP3015,,lycos,fuscus C,Virginia,Sussex,36.952419,-77.080607,40.02,39.11,21.42,5.51,3.40,3.32,9.02,3.93,2.57,1.89,6.10,2.33,2.14,2.54,1.59,1.62,3.02
RAP3016,,lycos,fuscus C,Virginia,Sussex,36.952419,-77.080607,45.66,44.57,24.71,6.12,3.66,2.91,10.67,3.29,3.27,1.96,6.78,2.73,2.32,2.83,1.79,1.61,3.34
RAP3052,,lycos,fuscus C,North Carolina,Buncombe,35.684417,-82.616056,45.18,21.24,24.57,6.16,3.66,3.43,10.83,4.71,3.08,1.82,6.75,2.42,2.48,2.67,1.62,1.78,3.26
RAP3053,,lycos,fuscus C,North Carolina,Buncombe,35.684417,-82.616056,42.01,37.21,23.53,6.10,3.49,3.16,9.16,4.85,3.13,1.65,6.08,2.08,2.17,2.61,1.64,1.70,3.27
RAP3054,,lycos,fuscus C,North Carolina,Buncombe,35.684417,-82.616056,42.51,38.21,22.63,5.80,3.31,3.86,9.95,4.30,2.87,1.55,6.25,2.01,2.60,2.87,1.80,1.82,3.34
RAP3055,,lycos,fuscus C,North Carolina,Buncombe,35.684417,-82.616056,61.02,57.02,33.90,8.32,5.35,4.24,12.96,6.34,3.73,2.20,9.05,2.71,3.82,3.78,2.40,2.68,4.52
RAP0956,MNHN-RA 2021.0132,bairdi,fuscus D,North Carolina,Nash,35.9761012,-77.9021951,46.10,7.41,25.36,6.66,3.76,2.94,10.18,4.84,3.27,1.89,6.84,2.54,2.18,2.46,1.65,1.75,3.10
RAP0957,,bairdi,fuscus D,North Carolina,Nash,35.9761012,-77.9021951,35.38,21.28,18.91,4.67,2.78,2.26,7.98,3.59,1.67,1.31,5.37,2.15,1.95,2.12,1.28,1.21,2.54
RAP0958,,bairdi,fuscus D,North Carolina,Nash,35.9761012,-77.9021951,38.41,23.77,20.64,5.14,3.09,2.56,8.10,3.72,2.60,1.42,6.19,2.29,2.06,2.10,1.22,1.41,2.96
RAP0959,,bairdi,fuscus D,North Carolina,Nash,35.9761012,-77.9021951,36.07,18.88,19.26,4.26,2.14,2.18,8.30,3.17,2.49,1.37,5.44,2.13,1.89,2.12,1.27,1.29,2.53
RAP0960,,bairdi,fuscus D,North Carolina,Nash,35.9761012,-77.9021951,29.60,16.35,16.56,3.85,2.54,2.22,7.13,2.45,2.12,1.22,4.80,2.03,1.66,1.75,1.00,1.16,2.37
RAP0961,,bairdi,fuscus D,North Carolina,Nash,35.9761012,-77.9021951,32.25,18.37,17.13,4.07,2.61,2.27,7.38,2.89,2.05,1.18,5.07,2.05,1.82,1.68,1.01,1.45,2.37
RAP0962,,bairdi,fuscus D,North Carolina,Nash,35.9761012,-77.9021951,29.84,16.11,16.00,4.03,2.14,1.97,7.02,2.69,2.08,1.12,4.95,1.99,1.67,1.77,1.11,1.33,2.32
RAP0963,,bairdi,fuscus D,North Carolina,Nash,35.9761012,-77.9021951,25.50,11.34,13.48,3.18,2.14,1.60,6.49,2.02,1.31,1.11,4.26,1.77,1.44,1.64,1.01,1.05,2.17
RAP1984,,bairdi,fuscus D,Virginia,Mecklenburg,36.596792,-78.290385,35.76,35.95,18.86,5.71,3.40,2.08,7.89,4.35,2.55,1.46,6.05,2.16,2.35,2.23,1.32,1.68,2.97
RAP1985,,bairdi,fuscus D,Virginia,Mecklenburg,36.596792,-78.290385,35.86,37.62,19.92,5.14,3.15,2.86,7.75,3.91,2.55,1.44,5.81,2.20,2.31,1.95,1.18,1.59,2.40
RAP1986,,bairdi,fuscus D,Virginia,Mecklenburg,36.596792,-78.290385,34.69,32.58,18.22,5.14,3.34,2.63,8.14,3.68,2.59,1.25,5.63,2.22,2.10,2.23,1.37,1.47,2.70
RAP1987,BMNH 2021.7519,bairdi,fuscus D,Virginia,Mecklenburg,36.596792,-78.290385,42.99,46.27,23.06,6.55,4.19,3.13,9.21,4.78,3.03,1.87,6.42,2.39,2.34,2.41,1.48,1.87,3.02
RAP1988,,bairdi,fuscus D,Virginia,Mecklenburg,36.596792,-78.290385,54.88,52.30,29.98,8.87,3.54,3.81,11.56,6.91,2.96,1.51,7.87,2.91,2.80,2.61,1.89,1.73,3.27
RAP2934,,bairdi,fuscus D,North Carolina,Montgomery,35.38092,-79.99077,39.94,19.72,21.83,5.02,3.40,3.49,9.32,3.27,2.72,1.51,5.89,2.11,2.06,2.64,1.74,1.48,3.04
RAP2935,,bairdi,fuscus D,North Carolina,Montgomery,35.38092,-79.99077,38.49,32.28,20.96,5.20,3.13,3.09,9.28,3.52,2.05,1.50,5.87,2.25,1.71,2.44,1.81,1.38,2.97
RAP2936,AMNH A-193898,bairdi,fuscus D,North Carolina,Montgomery,35.38092,-79.99077,42.06,41.53,23.27,5.55,3.02,3.65,9.20,3.81,2.76,1.42,6.28,2.49,2.20,2.40,1.46,1.54,3.04
RAP2937,NCSM 109133,bairdi,fuscus D,North Carolina,Montgomery,35.38092,-79.99077,55.40,48.70,31.54,7.31,3.78,3.92,11.47,5.15,3.52,2.05,7.57,2.82,2.68,2.86,1.73,1.72,3.49
RAP2938,AMNH A-193899,bairdi,fuscus D,North Carolina,Montgomery,35.38092,-79.99077,54.04,57.74,30.21,7.61,5.07,4.09,12.24,5.17,3.86,1.79,8.33,2.87,3.06,3.49,2.26,2.08,3.94
RAP2965,,bairdi,fuscus D,North Carolina,Bladen,34.6303,-78.6063,47.28,52.09,26.32,6.62,3.88,4.19,10.17,4.54,3.13,1.77,6.65,2.47,2.39,2.53,1.62,1.99,3.16
RAP2966,,bairdi,fuscus D,North Carolina,Bladen,34.6303,-78.6063,47.58,49.03,27.24,6.35,3.37,3.59,9.91,4.71,3.12,1.68,6.56,2.44,2.24,2.43,1.49,1.52,3.01
RAP2967,,bairdi,fuscus D,North Carolina,Richmond,34.8177,-79.88788,23.98,20.07,12.61,3.32,2.39,1.54,5.63,1.94,1.55,0.89,4.14,1.53,1.38,1.37,0.86,1.07,1.87
RAP2968,,bairdi,fuscus D,North Carolina,Richmond,35.103056,-79.78332,50.65,57.55,27.81,7.61,4.16,3.90,12.04,5.84,3.55,1.49,7.72,2.49,2.64,3.16,2.12,2.02,4.11
RAP2519,,fuscus,fuscus E,North Carolina,Surry,36.546143,-80.736122,20.29,19.52,10.49,2.98,1.62,1.70,4.99,2.01,1.36,0.67,3.46,1.56,1.45,1.25,0.57,0.87,1.65
RAP2520,NCSM 109132,fuscus,fuscus E,North Carolina,Surry,36.546143,-80.736122,46.49,48.66,26.03,6.53,3.71,3.77,9.40,5.06,3.15,1.76,6.66,2.11,2.27,2.44,1.45,1.93,3.19
RAP2865,,fuscus,fuscus E,Virginia,Carroll,36.6121,-80.77138,43.24,49.40,22.52,5.85,3.82,3.36,9.70,4.75,2.92,1.77,6.58,2.24,2.70,3.00,1.98,1.87,3.20
RAP2866,,fuscus,fuscus E,Virginia,Carroll,36.6121,-80.77138,43.14,46.23,22.39,5.54,3.74,3.50,10.18,4.33,3.16,2.03,6.20,2.22,2.51,2.67,1.73,1.67,3.09
RAP2867,USNM 596933,fuscus,fuscus E,Virginia,Carroll,36.595811,-80.78067,45.91,42.12,25.73,6.17,4.03,3.38,9.55,4.65,2.77,1.79,6.60,2.53,2.70,2.71,1.69,1.69,3.33
RAP2868,,fuscus,fuscus E,Virginia,Carroll,36.595811,-80.78067,41.43,41.11,23.08,5.14,4.39,2.99,9.43,3.90,3.12,1.59,5.83,2.30,2.24,2.33,1.37,1.65,2.86
RAP2871,,fuscus,fuscus E,North Carolina,Surry,36.44614,-80.858687,26.54,29.44,14.01,3.66,2.44,2.31,6.31,2.62,2.01,1.07,4.45,1.83,1.66,1.47,0.85,1.18,1.93
RAP2872,,fuscus,fuscus E,North Carolina,Surry,36.44614,-80.858687,44.04,57.79,23.30,6.11,4.68,3.76,9.91,4.94,3.49,1.94,6.97,2.63,2.67,2.96,1.73,1.73,3.50
RAP2873,,fuscus,fuscus E,North Carolina,Surry,36.44614,-80.858687,52.18,62.43,28.09,7.41,4.49,3.94,11.30,6.14,3.67,2.04,8.24,2.70,3.35,3.42,2.04,2.21,4.44
RAP2874,,fuscus,fuscus E,North Carolina,Surry,36.47759,-80.59387,25.15,17.17,13.59,3.31,1.99,2.02,5.97,2.42,1.62,0.91,4.05,1.76,1.65,1.48,0.73,1.11,2.08
RAP2875,,fuscus,fuscus E,North Carolina,Surry,36.47759,-80.59387,28.56,8.15,15.06,3.71,2.57,2.60,6.59,2.69,2.03,1.01,4.64,1.98,1.73,1.69,0.97,1.15,2.17
RAP2876,,fuscus,fuscus E,North Carolina,Surry,36.47759,-80.59387,49.72,56.72,27.31,7.07,4.30,3.94,11.32,5.69,3.19,1.92,7.82,2.59,3.01,2.91,1.83,2.33,3.74
RAP2877,,fuscus,fuscus E,North Carolina,Surry,36.47759,-80.59387,54.92,62.13,31.87,7.06,4.55,3.85,11.22,5.00,2.93,2.05,7.55,2.79,3.08,3.02,1.76,1.89,3.62
RAP2878,,fuscus,fuscus E,North Carolina,Surry,36.536374,-80.518414,30.74,32.83,16.24,4.12,2.77,2.65,6.96,2.73,2.34,1.28,4.92,2.14,1.80,1.79,1.11,1.28,2.28
RAP2879,,fuscus,fuscus E,North Carolina,Surry,36.536374,-80.518414,47.79,32.17,25.93,7.00,4.16,3.99,10.85,5.25,3.76,2.06,7.50,2.75,3.22,3.08,1.87,2.07,3.77
RAP2880,,fuscus,fuscus E,North Carolina,Surry,36.536374,-80.518414,47.58,53.11,26.31,6.47,3.83,3.39,10.70,5.06,3.27,1.92,7.50,2.70,2.80,3.14,1.90,2.00,3.85
RAP0866,,santeetlah,santeetlah,North Carolina,Jackson,35.4374004,-83.248318,46.63,37.77,25.94,7.49,4.00,2.34,9.96,5.11,2.43,1.44,7.39,2.57,2.69,2.42,1.44,1.82,3.39
RAP0870,,santeetlah,santeetlah,North Carolina,Jackson,35.2837986,-82.9320017,36.29,26.41,20.70,5.07,2.81,2.05,8.01,4.20,2.29,1.48,5.70,2.17,1.92,1.81,1.06,1.44,2.69
RAP0871,,santeetlah,santeetlah,North Carolina,Jackson,35.2837986,-82.9320017,21.03,14.43,10.97,2.69,1.80,1.50,5.16,2.00,1.21,0.58,3.64,1.45,1.21,1.27,0.77,0.70,1.69
